index	mean	var	var_tech	ct_mean	ct_var	ct_var_tech	mean_var
Emilin1	4.3983016	12.417101	12.36497498224279	4482.644	77304350.0	76979834.96356782	2.0
Nuak2	4.4665713	13.198851	11.201855266225843	7329.4155	412752540.0	350302794.3618862	6.10
Usp22	5.0399523	13.024202	15.420738097895622	12494.358	1291609000.0	1529273192.069711	14.4
Jmjd1c	4.4026623	12.462213	12.462022535385252	4475.788	77002280.0	77001105.84848206	2.0
Sfmbt1	4.376184	12.988491	12.999571452518296	4486.3745	76915176.0	76980791.81817359	1.11
Brd7	4.4110174	13.182094	12.36445269380521	5784.5806	172319420.0	161631029.7622682	3.11
H2-Ke6	4.5582094	12.478149	12.512826373111695	5645.594	148203550.0	148615411.83058172	9.3
Cyb5r1	4.4966035	12.847792	12.918818804524427	4525.761	76957740.0	77383193.60570155	7.5
Hnrnph1	4.660033	12.44343	14.49695986652168	6999.287	258435280.0	301084660.59929335	11.2
Atf4	5.4951024	12.110356	13.033671841031158	15782.702	2341832200.0	2520377721.6267886	14.1
Cdc42bpa	4.532373	12.428068	12.507287316753002	4512.7256	76710160.0	77199126.91209967	8.3
Nop10	4.6503873	13.585101	17.50803815724464	8122.126	377570300.0	486600373.9959183	11.9
Surf6	4.5480604	11.76758	11.773475539667103	4483.064	76940940.0	76979491.0842089	9.0
Kif3b	4.5069437	14.6876	11.409633925488569	15823.995	3261410600.0	2533531701.997665	7.14
Rnf25	4.4132175	13.591153	11.608162143718038	7189.759	385110050.0	328921308.789567	3.14
Camsap1	4.4029827	12.67834	12.681962027749817	4480.592	76961100.0	76983090.98512083	2.3
Nudcd3	4.45669	13.677618	10.910488415849054	9548.25	968261400.0	772371658.991642	5.13
Ddt	4.505721	12.545737	12.582982932505221	4497.9556	76814990.0	77043039.6206642	7.2
Zfp317	4.6464105	12.468166	10.575733672053959	7594.5015	462920350.0	392657766.68177086	11.2
Myh14	4.5350566	13.150148	11.084376713737921	7691.466	485373340.0	409125496.6437321	8.8
Prpf38a	4.8057423	13.538392	14.906489719772427	5311.5854	110281170.0	121425431.39143758	13.8
Ggh	4.7820916	12.701565	9.33768969452613	11191.605	1589316900.0	1168403102.2204485	12.4
Mgrn1	4.653117	14.096207	13.151670962372382	7245.7646	361649730.0	337416890.89192206	11.12
Leng9	4.5396576	13.978049	15.049982771322847	6516.5913	222154740.0	239191097.61388257	8.13
Usp37	4.5658693	13.332031	13.652194093337462	4565.891	76304750.0	78137176.92478254	9.10
Mapk1	4.673729	14.025721	12.733689655191311	10844.865	1187998500.0	1078561607.4083288	11.11
Gstm2	4.565698	13.194241	12.442656896227657	6116.1714	206743400.0	194966665.8385758	9.9
Suz12	4.39022	12.515848	12.429479616098396	4488.6313	77520900.0	76985944.88780117	2.1
Crybg3	4.364186	13.24883	12.541801257380994	5525.6953	146008320.0	138216533.32827747	0.14
Psmd12	4.5606403	13.085529	13.139389116210081	5785.4927	161055540.0	161718437.51050222	9.8
Ppp3cc	4.3345733	12.878165	12.877094273768286	4473.887	77018680.0	77012274.98862301	0.7
Dld	4.556261	12.162844	12.258245236401594	4519.151	76677580.0	77279018.92551532	9.1
Zbtb7a	4.887421	12.465144	14.582051327642688	5917.3706	149154560.0	174484901.43446	13.2
Fbxl6	4.6393504	13.53544	8.490611425187467	15150.974	3698510000.0	2320028821.311372	11.9
Prkdc	4.4417543	12.916577	12.962363299167567	4500.6406	76798490.0	77070718.97937843	4.8
Pfkfb4	4.4626284	11.960907	11.960058193467846	4474.258	77015380.0	77009910.71208034	5.0
Lrrc25	4.5228963	13.543581	10.191078693565672	10226.678	1231756500.0	926854416.3437399	8.11
Zdhhc3	4.736565	12.51744	10.417295635852415	8540.69	679393400.0	565406510.7076854	12.3
Rassf2	4.7274604	13.390208	12.49757096916323	8141.576	525183500.0	490172952.7541171	12.8
Cdk14	4.401922	13.034351	13.057299497549637	4492.245	76865840.0	77001169.22943057	2.10
Dalrd3	4.437386	13.129283	13.33205050073571	4543.452	76557020.0	77739364.28483327	4.11
Tsc22d4	4.6764483	13.179154	13.473932703730002	8120.7896	475715170.0	486355494.98481095	11.7
Nipa2	4.4091883	13.337299	11.596618883872717	6799.607	315254820.0	274110212.07232845	3.13
Ctsd	6.2076707	17.02213	10.589479466257874	147059.61	434879600000.0	270538927315.84882	14.14
Aven	4.4029493	13.034493	12.963826004625282	4527.765	77840696.0	77418677.0798908	2.11
Sars	4.592237	12.89419	10.622019832154386	8287.21	627629000.0	517030359.08254915	10.7
Coq6	4.487492	13.168521	13.838387423081048	4623.7314	76362136.0	80246584.12630875	6.9
Nprl2	4.417458	12.283512	12.282571323648614	4474.0996	77016800.0	77010901.298104	3.0
Hspb8	4.4185867	13.095073	13.137195544528131	4499.328	76809620.0	77056688.77471566	3.10
Serinc3	4.9945693	12.288381	20.42044104636262	9672.328	480981060.0	799279058.8037862	13.2
Tm4sf1	4.9463263	15.765164	7.676586029154292	43574.504	44529940000.0	21683116972.86536	13.14
Tapbp	5.4043326	15.70185	23.725060670714395	46307.375	16342787000.0	24693498941.629025	14.13
Rbfox2	4.438288	12.480409	12.489099980928536	4485.024	76925800.0	76979370.8547679	4.2
Ublcp1	4.5305023	14.046006	8.356642027649501	16322.346	4527462000.0	2693603985.7775006	8.13
Cpne2	4.3774843	12.595739	12.383175326495188	4516.749	78572640.0	77246658.47868088	1.1
Ubac2	4.57645	14.30149	12.75715788642625	11383.453	1367201900.0	1219566000.7013595	9.14
Srp72	4.59776	12.092396	11.948191395692563	4635.1206	81720310.0	80745779.93114717	10.1
Pkp4	4.410186	12.98087	13.02751506900381	4501.3438	76802450.0	77078426.1476083	3.9
Brd3	4.585452	12.542249	12.590172793905307	5085.764	104590120.0	104989759.97956328	10.4
Ube2l3	5.0210867	15.338727	18.954664471203827	19255.627	3051208700.0	3770497853.2985425	13.13
Pgrmc1	4.8407335	12.137456	14.22272114624858	9861.177	718006600.0	841363098.6146189	13.1
Tnpo2	4.362259	12.660158	12.659121275070639	4473.9297	77018310.0	77012004.10701784	0.0
Ctnnd1	4.4226704	12.807343	12.50481261035067	5323.8906	125309560.0	122349547.73022074	3.7
Ndst1	4.3444476	12.814105	12.813148828497283	4474.184	77016120.0	77010372.95579499	0.3
Rc3h2	4.4034734	12.428201	12.427717173690986	4475.2104	77007250.0	77004251.85394317	2.0
Rnd3	4.4925075	12.547665	12.279330364523943	4722.108	86468190.0	84619052.69677232	7.2
Osmr	4.4552016	12.61047	12.636581512333349	4494.0312	76853280.0	77012415.1770365	5.4
Atp2c1	4.54181	13.014479	13.21164221602414	4539.4624	76497410.0	77656309.52492559	8.7
Gmps	4.4980288	11.959109	11.696212715271846	4550.7637	79620020.0	77869732.57582052	7.0
Poldip3	4.7185464	11.870311	12.08391082023185	4547.3438	76436960.0	77812403.13458233	12.0
Rufy2	4.4100704	12.381869	12.381715586672138	4475.8594	77001690.0	77000731.97104983	3.1
Wipi1	4.401247	13.029065	13.046305117588375	4489.446	76886856.0	76988592.25391248	2.10
Mfn1	4.3445845	12.79505	12.793988298901313	4473.899	77018584.0	77012195.19356374	0.3
Cd63	5.5948043	10.604409	7.819569412264765	12825.347	2202052600.0	1623768270.7260675	14.0
Bsg	5.670076	13.17506	9.190249424317422	37687.754	22771438000.0	15884192305.480822	14.5
Arhgap23	4.3603773	12.912653	12.914115253301388	4478.205	76981510.0	76990229.71502118	0.11
Recql	4.410306	13.028276	13.046454652794921	4489.855	76882790.0	76990065.70513232	3.9
Brd9	4.466214	12.227261	11.865185107052698	4658.7515	84274510.0	81778962.45517717	6.1
Cib2	4.4142413	13.033696	13.077051058045804	4500.0103	76808410.0	77063901.11033688	3.10
Dsg2	4.4278097	12.971167	11.918305583672744	6072.6235	207236670.0	190415408.20226055	4.9
Sesn1	4.5545	12.384054	12.19039836641502	4863.153	92933290.0	91480042.43134853	9.2
Dmxl1	4.4024596	12.730528	12.734688428058988	4481.052	76956980.0	76982126.83183625	2.4
Alas1	4.7544065	12.218111	8.24659313148407	13396.752	2649207000.0	1788077756.997326	12.2
Mrpl2	4.614342	13.782327	11.517984809876776	8556.798	680320900.0	568548831.9569771	10.11
Mcm3	4.3333335	12.888889	12.887820122400626	4473.8857	77018680.0	77012290.96003479	0.8
Cpt1a	4.6890626	12.551386	11.343221179249305	7871.782	487898940.0	440935024.07140696	11.3
Rmnd5a	4.458506	12.454454	12.466078492823668	4486.8486	76909816.0	76981597.95994402	5.2
Rps29	4.8844943	12.523349	17.842611284776062	9197.689	490263070.0	698501140.1412537	13.3
Uchl3	4.4699354	13.198264	13.360410973640688	5412.677	127547150.0	129114128.45540105	6.10
Dhrs3	5.0077786	13.565548	9.737707838230806	12842.354	2268839700.0	1628632918.350919	13.8
Aph1a	4.6098456	13.485553	13.992913617939754	8611.876	558344450.0	579350787.6814275	10.10
Arhgap18	4.4938397	11.83003	11.82967581211205	4475.3984	77005520.0	77003211.60325135	7.0
Lpcat2	4.8969975	14.021369	7.283402529911967	25616.518	13296643000.0	6906943532.066237	13.10
Ergic2	4.674544	14.535553	22.68356420316706	12116.843	911317570.0	1422163339.348448	11.13
Phc2	4.6549053	14.027051	16.073533974348276	12539.905	1345898200.0	1542258677.883337	11.12
Nf2	4.443171	12.532983	12.54138875090158	4484.552	76927576.0	76979171.65107246	4.3
Pgs1	4.4633527	12.835007	12.618643109372366	4571.8438	79613304.0	78271238.36628504	5.6
B4galt3	4.648397	13.312949	12.44222712302865	6627.6685	270219140.0	252545684.46781042	11.8
Prex2	4.4148984	12.895091	12.132496840071855	5646.1304	158008320.0	148663971.0148165	3.8
Gdap2	4.4401317	12.804846	12.68978316480719	4530.2715	78167610.0	77465204.24805999	4.7
Cyp2j6	4.5735083	12.161675	12.21830196093284	4505.0464	76759340.0	77116746.53095777	9.1
Mrpl4	4.9485006	13.93772	13.369280179038208	19953.633	4236936000.0	4064135483.7656064	13.10
Ephx1	4.6120467	12.209552	12.339629381100785	4548.029	77003720.0	77824098.74316657	10.2
1700123O20Rik	4.538336	12.549537	12.642887572684845	4516.782	76676740.0	77247102.85925384	8.3
Mrps35	4.4688306	12.605948	12.644870193136265	4498.9707	76815820.0	77052998.21362898	6.4
Edem2	4.8205786	12.998673	16.015363438600104	6041.346	151897760.0	187149699.79979435	13.5
Ehd4	4.7846355	14.884975	18.29233953666979	11543.588	1027687500.0	1262938494.7431457	12.14
Phactr4	4.3832183	12.763179	12.684387036777848	4492.9473	77483680.0	77005344.79698499	1.4
Usp32	4.391704	12.879352	12.505940100063723	4693.0864	85790540.0	83303215.59750572	2.7
Nfu1	4.648567	13.992365	16.44293341629221	8865.874	536278080.0	630199743.6118853	11.11
4833439L19Rik	4.6825604	12.196812	12.197163623073894	5349.8975	124295500.0	124299090.62877947	11.1
Fkbp4	4.785747	11.969595	12.317807574560689	5332.5547	119520640.0	122997666.1857468	12.1
Ubr7	4.371507	12.754161	12.754702524961248	4476.997	76991930.0	76995197.69449298	1.4
Nme1	4.7465925	12.68405	13.008228588269901	4665.5435	80032650.0	82078122.68327475	12.4
Tnrc18	4.3607745	12.822211	12.822634935518682	4476.8345	76993390.0	76995936.00635168	0.4
Fxyd3	4.4725018	12.79642	12.844637624594183	4501.416	76789864.0	77079211.90599607	6.6
Wnt4	4.519986	12.328511	12.392246617039877	4508.189	76751944.0	77148732.72338112	8.2
Dnajb14	4.556043	13.843388	10.531263646854116	10128.526	1187758600.0	903579328.9332579	9.13
Tob2	4.633008	13.018407	13.469039088810625	4629.0757	77788890.0	80481550.75902982	11.6
Tm2d1	4.5685873	13.449635	11.095140498036653	8367.732	645099200.0	532168084.6789752	9.11
Rad21	4.5046744	14.034201	12.032690861342175	11572.721	1482285300.0	1270886839.1661818	7.14
Tomm6	4.5854726	13.245166	17.049939198392234	6288.97	165735220.0	213343901.70655656	10.9
Spint1	4.903488	12.857092	11.457950346559176	11367.022	1363530200.0	1215147399.0375886	13.4
Zbtb24	4.3903475	13.629316	11.338382710419177	7800.851	514797860.0	428266170.40225977	2.14
Exd2	4.3821425	13.232435	12.721078966787102	5302.3447	125582820.0	120729774.36650115	1.14
Zswim7	4.4092617	12.458125	12.458785685655164	4477.203	76990200.0	76994282.27638042	3.2
Fem1c	4.4393983	14.070296	9.619536943304489	12667.371	2309030700.0	1578630985.7802835	4.14
Ubn2	4.6590424	12.502067	12.731465674116787	4572.1963	76869600.0	78280071.9382389	11.2
Smc1a	4.805411	12.210707	12.561892406129767	5171.7324	108070620.0	111178786.21626863	13.2
Plbd2	4.5209646	12.207598	12.227443113151248	4491.319	76871304.0	76996270.4609764	8.1
Mgp	4.5364146	13.771613	15.841686283264677	4802.0156	76856220.0	88408829.00383252	8.12
Ndufb6	4.5461926	12.819477	13.358667057091894	6450.0063	222039490.0	231378516.83874068	9.5
Wbp11	4.5145636	12.7167845	12.806715855685066	4987.4854	97736216.0	98427393.2897636	8.5
Trim26	4.553061	13.05624	13.210644517724203	4978.3394	96727540.0	97871445.77357247	9.8
Gtf2b	4.7045565	13.280277	16.844268462093112	7802.7085	337910880.0	428595086.6003489	12.8
Arrb1	4.447096	13.225559	13.76240244250252	5254.1978	112551736.0	117120362.09249227	5.11
Rpl18	5.9663525	12.834003	22.4669190793973	24283.889	3518836000.0	6159995457.695851	14.3
Lrrc61	4.5476103	14.098398	11.715408667834755	8580.714	689827000.0	573228617.1268405	9.14
Gins4	4.4849396	13.602655	8.839292565500953	13848.952	2954903600.0	1920158690.3607347	6.13
C77080	4.3982654	12.609492	12.611827331158505	4479.365	76972060.0	76986317.70776826	2.2
Dcaf11	4.5838275	12.563422	12.587059796047841	5013.2935	99867310.0	100055208.48515306	10.4
Etfdh	4.583899	12.22357	13.838271099190095	6178.125	177961250.0	201469457.87247217	10.2
Pum1	4.4205556	12.598753	12.602829864114925	4481.028	76957270.0	76982174.9590027	3.4
Pgm1	4.555776	12.729061	14.419121666538285	6868.7803	249992930.0	283184942.6068481	9.4
Clpp	4.6886315	12.959281	12.389165461831558	8066.7573	498356400.0	476432304.55240643	11.5
Eml3	4.503249	12.845261	12.285861171223626	5591.1235	150319790.0	143773501.403848	7.5
Elk4	4.4662337	12.825151	12.459237361096001	4908.986	96670904.0	93912788.80062665	6.6
Klhdc3	4.4048676	13.137662	12.677426327986721	5000.924	102868260.0	99264598.48715658	3.11
